antecedent,consequent,support,confidence,lift,conviction
over-1pt2b-committed-to-the-megaeth-public-sale-863_Yes,over-1b-committed-to-the-megaeth-public-sale_Yes,0.012980529206190713,0.619047619047619,24.799047619047617,2.559473290064902
over-1b-committed-to-the-megaeth-public-sale_Yes,over-1pt2b-committed-to-the-megaeth-public-sale-863_Yes,0.012980529206190713,0.52,24.799047619047617,2.0396488600432687
over-1pt8b-committed-to-the-megaeth-public-sale-982-115-476-233-878_Yes,over-1pt4b-committed-to-the-megaeth-public-sale-773-958-536_Yes,0.012980529206190713,0.619047619047619,23.84523809523809,2.5568522216674983
over-1pt4b-committed-to-the-megaeth-public-sale-773-958-536_Yes,over-1pt8b-committed-to-the-megaeth-public-sale-982-115-476-233-878_Yes,0.012980529206190713,0.5,23.84523809523809,1.9580629056415377
will-the-party-for-freedom-win-the-second-most-seats-in-the-2025-netherlands-parliamentary-election_Yes,will-democrats-66-win-the-most-seats-in-the-2025-netherlands-parliamentary-election_Yes,0.010484273589615577,0.6774193548387097,23.804753820033962,3.011782326510235
will-democrats-66-win-the-most-seats-in-the-2025-netherlands-parliamentary-election_Yes,will-the-party-for-freedom-win-the-second-most-seats-in-the-2025-netherlands-parliamentary-election_Yes,0.010484273589615577,0.368421052631579,23.804753820033962,1.558828424030621
over-1pt2b-committed-to-the-megaeth-public-sale-863_Yes,over-1pt4b-committed-to-the-megaeth-public-sale-773-958-536_Yes,0.011482775836245632,0.5476190476190477,21.09386446886447,2.153138712983157
over-1pt4b-committed-to-the-megaeth-public-sale-773-958-536_Yes,over-1pt2b-committed-to-the-megaeth-public-sale-863_Yes,0.011482775836245632,0.44230769230769235,21.09386446886447,1.7555046740234477
over-1pt4b-committed-to-the-megaeth-public-sale-773-958-536_No,over-1pt4b-committed-to-the-megaeth-public-sale-773-958-536_Yes,0.011482775836245632,0.5227272727272727,20.13505244755245,2.040843496659772
over-1pt4b-committed-to-the-megaeth-public-sale-773-958-536_Yes,over-1pt4b-committed-to-the-megaeth-public-sale-773-958-536_No,0.011482775836245632,0.44230769230769235,20.13505244755245,1.753714256201904
will-the-party-for-freedom-win-the-most-seats-in-the-2025-netherlands-parliamentary-election_No,will-democrats-66-win-the-most-seats-in-the-2025-netherlands-parliamentary-election_Yes,0.012481278082875686,0.5555555555555555,19.5224171539961,2.185971043434847
will-democrats-66-win-the-most-seats-in-the-2025-netherlands-parliamentary-election_Yes,will-the-party-for-freedom-win-the-most-seats-in-the-2025-netherlands-parliamentary-election_No,0.012481278082875686,0.43859649122807015,19.5224171539961,1.74123190214678
will-zohran-mamdani-win-by-0-10_Yes,will-zohran-mamdani-win-by-10-20_Yes,0.011982026959560658,0.48,18.140377358490568,1.872191712431353
will-zohran-mamdani-win-by-10-20_Yes,will-zohran-mamdani-win-by-0-10_Yes,0.011982026959560658,0.4528301886792453,18.140377358490568,1.781964983559144
will-the-party-for-freedom-win-the-second-most-seats-in-the-2025-netherlands-parliamentary-election_Yes,will-the-party-for-freedom-win-the-most-seats-in-the-2025-netherlands-parliamentary-election_Yes,0.011482775836245632,0.7419354838709679,17.904780411970464,3.714428357463806
over-1b-committed-to-the-megaeth-public-sale_Yes,over-1pt4b-committed-to-the-megaeth-public-sale-773-958-536_Yes,0.011482775836245632,0.4600000000000001,17.718846153846158,1.8037758177548495
over-1pt4b-committed-to-the-megaeth-public-sale-773-958-536_Yes,over-1b-committed-to-the-megaeth-public-sale_Yes,0.011482775836245632,0.44230769230769235,17.718846153846158,1.7483430027372733
us-x-venezuela-military-engagement-by-november-30-216-397-226-467-735-374-192_Yes,us-x-venezuela-military-engagement-by-december-31-391-819-722-945-174-285-817-971_Yes,0.011482775836245632,0.4693877551020409,16.788994169096213,1.8319251891393682
us-x-venezuela-military-engagement-by-december-31-391-819-722-945-174-285-817-971_Yes,us-x-venezuela-military-engagement-by-november-30-216-397-226-467-735-374-192_Yes,0.011482775836245632,0.41071428571428575,16.788994169096213,1.6554562096249568
"will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes, maduro-out-in-2025-411_No",will-mikie-sherrill-win-the-new-jersey-governor-election-in-2025_Yes,0.011982026959560658,0.5,15.896825396825397,1.9370943584623066
will-mikie-sherrill-win-the-new-jersey-governor-election-in-2025_Yes,"will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes, maduro-out-in-2025-411_No",0.011982026959560658,0.38095238095238093,15.896825396825397,1.5766734513614193
will-democrats-66-win-the-most-seats-in-the-2025-netherlands-parliamentary-election_Yes,will-the-party-for-freedom-win-the-most-seats-in-the-2025-netherlands-parliamentary-election_Yes,0.01797304043934099,0.6315789473684211,15.241597970830695,2.6018115683617435
will-the-party-for-freedom-win-the-most-seats-in-the-2025-netherlands-parliamentary-election_Yes,will-democrats-66-win-the-most-seats-in-the-2025-netherlands-parliamentary-election_Yes,0.01797304043934099,0.43373493975903615,15.241597970830695,1.7157030411829066
us-x-venezuela-military-engagement-by-november-30-216-397-226-467-735-374-192_Yes,us-x-venezuela-military-engagement-by-october-31-434-155-561_Yes,0.013979031452820768,0.5714285714285714,12.176291793313068,2.223830920286237
will-donald-trump-win-the-nobel-peace-prize-in-2025_No,will-donald-trump-win-nobel-peace-prize-in-2025-635_No,0.010983524712930605,0.42307692307692313,11.451663201663202,1.669296055916126
khamenei-out-as-supreme-leader-of-iran-in-2025_No,maduro-out-in-2025-411_No,0.011982026959560658,0.48,11.445714285714285,1.8424286646952648
will-the-party-for-freedom-win-the-most-seats-in-the-2025-netherlands-parliamentary-election_No,will-the-party-for-freedom-win-the-most-seats-in-the-2025-netherlands-parliamentary-election_Yes,0.010484273589615577,0.4666666666666667,11.261847389558232,1.7973040439340988
"will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes, will-mikie-sherrill-win-the-new-jersey-governor-election-in-2025_Yes",maduro-out-in-2025-411_No,0.011982026959560658,0.47058823529411764,11.221288515406162,1.8096743773229045
us-x-venezuela-military-engagement-by-december-31-391-819-722-945-174-285-817-971_Yes,us-x-venezuela-military-engagement-by-october-31-434-155-561_Yes,0.01347978032950574,0.48214285714285715,10.273746200607903,1.8404117960989552
will-mikie-sherrill-win-the-new-jersey-governor-election-in-2025_Yes,maduro-out-in-2025-411_No,0.01347978032950574,0.42857142857142855,10.219387755102039,1.676610084872691
maduro-out-in-2025-411_No,will-mikie-sherrill-win-the-new-jersey-governor-election-in-2025_Yes,0.01347978032950574,0.3214285714285714,10.219387755102039,1.4273326851827521
fed-decreases-interest-rates-by-50-bps-after-october-2025-meeting_Yes,no-change-in-fed-interest-rates-after-october-2025-meeting_Yes,0.014977533699450823,0.4411764705882352,10.157200811359026,1.7117481672228498
no-change-in-fed-interest-rates-after-october-2025-meeting_Yes,fed-decreases-interest-rates-by-50-bps-after-october-2025-meeting_Yes,0.014977533699450823,0.3448275862068965,10.157200811359026,1.4744987781485666
fed-decreases-interest-rates-by-50-bps-after-september-2025-meeting_No,fed-decreases-interest-rates-by-25-bps-after-september-2025-meeting_Yes,0.010484273589615577,0.5675675675675675,10.0605118392729,2.182039440838742
us-x-venezuela-military-engagement-by-december-31-391-819-722-945-174-285-817-971_No,maduro-out-in-2025-411_No,0.010484273589615577,0.411764705882353,9.818627450980394,1.6287069395906144
no-change-in-fed-interest-rates-after-september-2025-meeting_Yes,fed-decreases-interest-rates-by-50-bps-after-september-2025-meeting_Yes,0.016475287069395907,0.46478873239436624,9.403755868544602,1.7760727330057546
fed-decreases-interest-rates-by-50-bps-after-september-2025-meeting_Yes,no-change-in-fed-interest-rates-after-september-2025-meeting_Yes,0.016475287069395907,0.33333333333333337,9.403755868544602,1.4468297553669496
no-change-in-fed-interest-rates-after-september-2025-meeting_No,fed-decreases-interest-rates-by-25-bps-after-september-2025-meeting_Yes,0.012980529206190713,0.52,9.217345132743363,1.9658012980529207
"fed-decreases-interest-rates-by-25-bps-after-september-2025-meeting_Yes, will-zohran-mamdani-win-the-2025-nyc-mayoral-election_Yes",fed-decreases-interest-rates-by-25-bps-after-october-2025-meeting_Yes,0.010484273589615577,0.4883720930232558,7.952921157118548,1.8345209458539464
maduro-out-in-2025-411_Yes,us-x-venezuela-military-engagement-by-october-31-434-155-561_Yes,0.012481278082875686,0.3571428571428571,7.6101823708206675,1.4825539468574913
